Produce_Type,Temperature_C,Humidity_Percent,Days_Since_Harvest,Remaining_Shelf_Life_Days
Brinjal,18,78,20,1
Cucumber,19,92,19,1
Cucumber,17,81,2,6
Cauliflower,5,90,17,1
Tomato,19,66,1,8
Onion,25,59,5,34
Brinjal,16,77,13,1
Cabbage,9,90,13,8
Cabbage,2,95,14,6
Spinach,4,97,4,5
Cauliflower,1,90,13,1
Carrot,6,94,7,20
Spinach,4,95,2,11
Cabbage,7,89,8,38
Cauliflower,7,92,9,15
Cucumber,18,90,19,1
Cucumber,17,92,15,1
Carrot,3,87,9,24
Carrot,2,87,2,45
Spinach,4,94,1,8
Carrot,4,95,11,21
Onion,22,54,17,1
Cucumber,13,82,8,4
Brinjal,11,80,15,1
Potato,10,66,18,34
Cucumber,20,86,9,1
Onion,26,51,19,5
Carrot,9,87,19,32
Potato,19,57,8,8
Cucumber,16,84,6,1
Cucumber,15,83,2,10
Cauliflower,10,92,7,18
Tomato,15,60,19,1
Spinach,3,92,5,5
Cabbage,8,92,6,19
Capsicum,7,82,1,11
Cauliflower,10,93,2,18
Cauliflower,7,93,6,9
Brinjal,25,79,3,12
Onion,15,43,5,7
Capsicum,16,76,14,1
Capsicum,11,75,12,5
Cucumber,17,84,4,6
Carrot,3,91,4,18
Carrot,2,87,2,43
Cabbage,9,92,10,8
Capsicum,7,65,10,1
Spinach,1,96,2,9
Brinjal,11,60,3,4
Spinach,1,93,12,1
Onion,28,45,13,16
Tomato,24,52,11,1
Potato,16,64,4,49
Cauliflower,3,92,1,16
Onion,27,67,9,19
Tomato,27,63,20,1
Potato,15,53,14,7
Brinjal,23,61,5,8
Cucumber,20,84,16,1
Spinach,2,90,7,1
Spinach,5,92,16,1
Cucumber,10,93,3,8
Brinjal,24,70,13,1
Potato,13,63,20,22
Onion,19,42,11,1
Brinjal,17,76,2,7
Potato,12,67,6,19
Spinach,3,98,20,1
Capsicum,17,85,10,5
Spinach,2,92,18,1
Cabbage,5,91,3,43
Capsicum,12,83,2,8
Capsicum,9,79,7,10
Brinjal,23,64,9,1
Potato,16,70,2,19
Onion,18,54,9,14
Onion,27,43,15,2
Brinjal,19,76,5,1
Capsicum,9,65,14,3
Onion,18,44,16,1
Potato,18,50,1,40
Capsicum,15,80,10,1
Brinjal,11,67,5,4
Capsicum,16,84,4,11
Potato,20,53,10,33
Onion,30,49,16,24
Onion,20,68,11,1
Spinach,4,90,18,1
Capsicum,19,75,19,1
Brinjal,11,69,11,2
Tomato,28,59,12,1
Capsicum,7,85,6,10
Tomato,26,56,12,1
Onion,18,68,13,6
Potato,20,43,10,44
Capsicum,9,80,14,1
Cauliflower,6,93,14,4
Onion,17,59,9,15
Cauliflower,5,95,12,5
Carrot,7,85,18,42
Tomato,25,65,9,1
Spinach,1,95,4,2
Cauliflower,10,94,19,6
Potato,10,70,4,12
Cabbage,6,85,4,28
Carrot,3,87,5,23
Potato,16,63,12,11
Cabbage,10,89,10,21
Potato,17,60,20,14
Carrot,7,95,20,37
Tomato,22,76,17,1
Cabbage,1,92,14,20
Carrot,4,91,20,24
Spinach,4,90,5,8
Brinjal,20,73,17,1
Potato,19,53,12,42
Spinach,5,90,11,1
Onion,29,55,10,22
Capsicum,11,74,2,16
Tomato,15,67,10,1
Brinjal,20,67,6,2
Tomato,19,67,7,1
Carrot,2,88,14,8
Carrot,1,94,9,32
Carrot,0,89,16,39
Onion,20,50,5,18
Brinjal,25,79,6,4
Onion,17,61,17,22
Tomato,21,54,9,1
Brinjal,11,66,5,9
Capsicum,18,84,20,1
Capsicum,18,66,5,6
Cucumber,12,83,20,1
Potato,15,43,1,49
Tomato,26,62,6,4
Onion,18,47,7,23
Brinjal,18,79,3,9
Tomato,16,74,17,1
Onion,25,70,1,10
Cucumber,15,92,16,1
Spinach,2,99,20,1
Onion,21,67,3,37
Carrot,4,88,9,27
Carrot,10,93,6,43
Carrot,6,86,13,23
Cabbage,1,95,3,21
Spinach,2,90,2,13
Cabbage,10,92,9,10
Spinach,3,90,1,14
Tomato,17,77,14,1
Brinjal,10,78,18,1
Cauliflower,9,93,6,11
Onion,22,69,20,1
Cabbage,10,87,10,38
Tomato,26,58,9,1
Tomato,20,79,4,5
Cabbage,10,94,1,25
Tomato,15,76,14,1
Potato,17,49,15,5
Cucumber,15,89,19,1
Cabbage,9,88,2,14
Onion,24,49,20,1
Capsicum,13,84,17,3
Cauliflower,9,88,11,8
Cucumber,15,86,13,1
Tomato,18,80,9,1
Cucumber,13,87,6,6
Onion,24,57,20,1
Cabbage,9,92,3,27
Cabbage,0,89,11,19
Brinjal,18,65,19,1
Carrot,7,92,13,16
Cabbage,9,93,1,18
Brinjal,18,80,4,4
Tomato,16,66,18,1
Spinach,5,93,16,1
Cabbage,6,85,10,27
Potato,20,57,6,28
Capsicum,8,75,4,3
Onion,19,70,9,21
Capsicum,18,85,8,4
Spinach,2,95,7,7
Potato,15,44,18,2
Potato,10,62,4,46
Carrot,3,86,3,31
Tomato,26,80,19,1
Spinach,3,97,4,2
Cauliflower,7,86,19,1
Brinjal,20,62,18,1
Capsicum,11,73,6,4
Brinjal,24,65,1,6
Onion,27,51,5,32
Tomato,20,63,9,1
Capsicum,13,69,15,1
Cabbage,9,85,16,1
Cabbage,4,86,3,40
Tomato,28,75,6,1
Carrot,3,92,1,21
Spinach,0,99,9,6
Brinjal,25,74,13,1
Onion,26,52,1,28
Cabbage,0,87,4,42
Carrot,1,94,8,12
Cauliflower,3,91,13,1
Capsicum,8,75,17,1
Cucumber,20,88,3,5
Onion,25,63,15,22
Onion,16,69,1,9
Spinach,4,97,4,11
Cabbage,6,92,2,19
Spinach,2,96,10,1
Cauliflower,6,89,3,25
Potato,15,49,19,2
Brinjal,24,60,7,3
Cauliflower,3,93,5,17
Cabbage,6,88,2,26
Carrot,5,88,12,20
Cauliflower,4,92,9,16
Tomato,30,78,11,1
Capsicum,12,67,10,1
Cabbage,3,88,3,19
Capsicum,11,83,1,10
Cucumber,13,83,10,1
Tomato,28,75,7,1
Spinach,3,93,17,1
Tomato,29,61,19,1
Brinjal,22,73,5,9
Spinach,3,97,18,1
Spinach,4,95,18,1
Spinach,2,96,5,10
Cucumber,15,86,10,1
Cabbage,1,89,3,34
Onion,23,68,15,23
Potato,11,42,7,11
Cabbage,8,95,13,34
Spinach,5,90,20,1
Cucumber,10,88,18,1
Cabbage,8,86,7,26
Potato,18,54,11,22
Onion,30,52,2,33
Cauliflower,7,86,6,22
Cauliflower,2,86,5,9
Brinjal,18,76,11,1
Onion,23,58,14,14
Spinach,2,92,5,3
Carrot,10,87,7,24
Capsicum,12,82,12,1
Capsicum,13,79,10,2
Cauliflower,2,95,16,9
Spinach,4,100,19,1
Cauliflower,0,94,6,19
Cucumber,12,89,6,4
Spinach,1,94,10,1
Cauliflower,0,88,19,11
Carrot,9,87,5,33
Spinach,5,98,13,1
Capsicum,17,72,13,1
Tomato,15,54,7,1
Brinjal,16,74,3,9
Brinjal,25,62,20,1
Onion,25,59,7,30
Cabbage,10,93,15,27
Carrot,5,92,10,44
Brinjal,16,72,3,12
Carrot,8,89,1,27
Onion,18,51,5,31
Tomato,23,71,7,1
Brinjal,16,78,7,6
Brinjal,13,71,17,1
Cabbage,6,92,8,14
Carrot,0,89,16,24
Brinjal,17,67,4,8
Carrot,9,86,1,28
Brinjal,23,61,5,1
Cabbage,9,95,1,31
Brinjal,22,75,19,1
Brinjal,16,65,10,1
Tomato,19,70,10,1
Spinach,1,95,8,1
Cabbage,3,95,4,42
Carrot,4,86,9,28
Carrot,1,88,13,22
Carrot,4,92,8,35
Cabbage,5,91,4,35
Tomato,18,66,11,1
Onion,15,51,1,11
Tomato,30,51,9,1
Capsicum,13,68,5,5
Brinjal,16,62,9,1
Spinach,0,96,3,10
Capsicum,10,81,9,6
Cauliflower,3,92,1,19
Onion,26,58,20,1
Carrot,5,95,2,23
Cucumber,19,82,18,1
Capsicum,13,79,18,1
Onion,16,63,3,24
Tomato,30,63,16,1
Carrot,2,90,18,10
Cabbage,0,91,2,48
Potato,17,61,2,23
Cauliflower,4,93,12,1
Brinjal,18,74,17,1
Tomato,18,58,4,2
Tomato,17,54,19,1
Onion,22,63,9,11
Carrot,0,93,18,36
Spinach,0,96,17,1
Tomato,17,78,15,1
Potato,12,63,2,37
Carrot,1,93,10,41
Potato,17,56,12,4
Cauliflower,8,85,11,3
Carrot,9,93,17,26
Brinjal,23,60,7,7
Potato,16,51,16,37
Potato,15,59,8,27
Cauliflower,0,88,20,1
Capsicum,11,81,20,1
Cucumber,15,86,9,4
Brinjal,12,62,13,1
Capsicum,7,67,20,1
Capsicum,19,69,16,1
Cucumber,11,84,2,5
Cabbage,8,95,19,1
Potato,20,68,6,19
Cabbage,8,92,18,8
Capsicum,16,84,15,1
Spinach,3,96,8,1
Carrot,8,93,12,37
Carrot,4,93,8,20
Spinach,3,92,17,1
Cauliflower,6,87,2,13
Onion,24,50,4,13
Cauliflower,0,87,18,1
Cauliflower,8,93,11,4
Brinjal,23,60,13,1
Cabbage,5,85,16,2
Cabbage,10,93,9,20
Spinach,5,97,5,8
Cabbage,4,95,18,27
Carrot,4,92,3,34
Brinjal,17,66,10,1
Potato,17,49,20,30
Onion,21,56,12,1
Onion,28,56,17,23
Cabbage,2,94,5,28
Cabbage,10,93,4,23
Carrot,5,86,13,18
Tomato,25,61,1,6
Spinach,0,95,11,1
Cauliflower,3,87,19,5
Potato,20,50,16,26
Cucumber,18,89,9,1
Tomato,21,52,19,1
Carrot,8,87,18,28
Onion,15,40,2,22
Onion,26,60,15,6
Onion,30,59,1,29
Capsicum,13,84,12,1
Capsicum,20,84,20,1
Brinjal,19,65,5,7
Potato,13,50,1,34
Spinach,2,93,19,1
Carrot,10,94,18,37
Capsicum,10,72,14,5
Brinjal,10,66,13,1
Cabbage,10,88,17,12
Carrot,8,94,4,27
Carrot,2,93,9,42
Carrot,3,93,11,14
Potato,17,45,16,41
Tomato,30,52,20,1
Capsicum,14,68,6,10
Carrot,7,89,6,42
Carrot,8,85,1,38
Cabbage,2,92,8,37
Tomato,30,77,15,1
Onion,19,59,2,22
Carrot,4,85,6,25
Cauliflower,10,93,4,7
Potato,14,47,9,32
Tomato,19,80,5,2
Brinjal,10,71,2,7
Tomato,24,55,11,1
Potato,11,51,6,54
Cauliflower,5,95,8,19
Tomato,28,67,17,1
Tomato,22,50,18,1
Brinjal,15,73,1,5
Cucumber,14,81,7,7
Brinjal,22,69,1,6
Carrot,10,90,19,39
Capsicum,7,73,17,1
Potato,11,48,18,1
Cucumber,14,90,5,2
Carrot,3,90,18,21
Cabbage,4,88,8,42
Cabbage,6,92,3,22
Brinjal,20,80,3,10
Cabbage,5,89,15,15
Capsicum,12,68,8,3
Cucumber,19,84,19,1
Spinach,5,90,4,3
Potato,20,50,9,16
Onion,25,42,10,8
Cucumber,13,85,17,1
Spinach,0,93,3,10
Carrot,7,94,9,46
Cauliflower,1,95,16,1
Cabbage,3,88,20,10
Spinach,5,96,20,1
Spinach,2,91,17,1
Cabbage,5,95,10,27
Brinjal,10,61,7,1
Carrot,8,95,15,33
Spinach,0,94,9,1
Onion,22,64,7,25
Capsicum,19,74,11,3
Carrot,1,88,2,27
Spinach,3,91,18,1
Potato,15,46,5,52
Carrot,2,87,16,32
Spinach,4,97,9,1
Tomato,30,79,6,3
Spinach,1,92,10,5
Tomato,22,50,1,6
Spinach,5,91,10,3
Spinach,1,94,14,1
Brinjal,25,67,15,1
Cabbage,6,94,11,33
Capsicum,17,69,16,2
Onion,22,69,16,10
Tomato,19,69,18,1
Tomato,22,72,9,1
Tomato,29,72,20,1
Cauliflower,10,90,19,1
Cabbage,3,87,8,10
Carrot,2,86,8,44
Cauliflower,3,90,5,15
Cauliflower,4,88,6,5
Cauliflower,5,90,17,7
Cucumber,14,90,19,1
Brinjal,11,68,3,2
Spinach,0,100,16,1
Tomato,29,74,2,8
Cucumber,15,93,3,2
Cauliflower,0,94,15,2
Cabbage,10,85,12,10
Spinach,1,93,7,1
Cabbage,2,85,19,12
Brinjal,25,62,16,1
Onion,26,61,17,7
Carrot,6,89,10,10
Capsicum,12,72,10,6
Capsicum,13,71,4,6
Cucumber,20,90,7,2
Carrot,1,94,18,37
Cucumber,16,90,3,2
Spinach,2,97,3,3
Cabbage,4,92,5,30
Cabbage,0,86,7,31
Tomato,16,66,11,1
Cucumber,19,88,10,1
Carrot,0,87,9,14
Capsicum,11,81,4,12
Brinjal,20,70,2,9
Cucumber,17,84,2,3
Potato,13,40,7,24
Spinach,0,92,15,1
Cabbage,2,85,5,42
Capsicum,7,79,16,2
Cauliflower,3,91,13,2
Cucumber,18,89,14,1
Cucumber,12,80,20,1
Tomato,30,54,17,1
Onion,15,50,4,30
Onion,19,66,4,35
Cabbage,5,94,13,34
Capsicum,7,65,13,4
Spinach,0,94,10,1
Cauliflower,9,92,16,14
Onion,24,57,8,31
Cucumber,12,89,9,4
Cucumber,17,82,6,5
Cauliflower,8,95,6,20
Cauliflower,9,91,19,1
Capsicum,17,79,15,5
Capsicum,14,67,18,1
Cabbage,8,89,11,10
Cauliflower,2,93,14,5
Cauliflower,3,89,2,8
Brinjal,25,66,2,13
Capsicum,7,77,19,1
Tomato,26,58,15,1
Carrot,7,94,2,46
Tomato,24,74,1,7
Cauliflower,7,88,16,3
Cucumber,11,82,7,1
Cucumber,18,83,13,1
Cabbage,4,91,11,22
Brinjal,15,66,4,1
Carrot,8,86,3,17
Carrot,7,93,16,20
Cauliflower,2,91,5,11
Brinjal,10,61,13,1
Potato,15,47,4,50
Potato,18,54,9,38
Cucumber,15,94,13,1
Capsicum,16,73,20,1
Capsicum,8,68,9,8
Cabbage,1,90,4,40
Onion,29,67,17,22
Carrot,1,91,2,18
Onion,20,65,18,1
Potato,10,52,11,22
Capsicum,15,79,3,11
Brinjal,22,60,20,1
Capsicum,11,73,5,14
Tomato,26,63,5,1
Cucumber,20,92,20,1
Carrot,8,88,2,36
Spinach,1,93,2,8
Brinjal,22,62,18,1
Cabbage,1,88,6,34
Cabbage,1,87,19,7
Spinach,3,92,20,1
Carrot,1,93,12,48
Cauliflower,6,92,18,1
Cabbage,9,93,14,20
Carrot,6,89,6,24
Spinach,2,97,10,1
Carrot,9,86,12,34
Brinjal,10,66,5,8
Carrot,3,89,15,29
Brinjal,17,71,15,1
Brinjal,25,66,10,1
Brinjal,24,67,9,1
Spinach,4,94,16,1
Capsicum,15,76,18,1
Spinach,2,90,2,7
Cucumber,10,86,19,1
Cabbage,8,94,7,14
Potato,12,49,12,24
Spinach,3,93,3,4
Brinjal,17,72,17,1
Capsicum,15,82,7,7
Carrot,0,93,1,43
Cucumber,10,93,14,1
Onion,18,67,5,11
Cucumber,16,93,3,8
Cauliflower,9,89,18,1
Potato,15,41,9,29
Cabbage,4,91,17,11
Potato,20,59,1,15
Spinach,2,92,2,10
Cucumber,15,91,11,1
Cabbage,10,92,18,14
Cauliflower,3,92,14,4
Spinach,1,94,20,1
Onion,15,46,7,15
Cauliflower,2,89,3,26
Carrot,3,93,2,34
Onion,17,47,1,33
Cabbage,5,89,9,39
Onion,20,45,11,19
Cabbage,1,95,6,40
Tomato,24,61,6,1
Capsicum,9,67,13,1
Cabbage,4,94,19,17
Cauliflower,2,90,19,11
Potato,15,65,13,42
Carrot,3,85,10,24
Cauliflower,0,92,17,1
Brinjal,14,64,2,9
Tomato,25,70,10,1
Brinjal,25,78,19,1
Cucumber,12,93,18,1
Capsicum,19,77,3,5
Spinach,3,93,11,2
Spinach,3,91,20,1
Carrot,2,86,19,14
Carrot,7,86,20,26
Potato,19,69,9,49
Cabbage,8,90,19,28
Spinach,5,100,1,11
Cucumber,12,85,13,2
Cabbage,6,87,7,20
Onion,27,60,4,9
Tomato,25,52,1,4
Brinjal,23,70,12,1
Potato,14,47,16,8
Tomato,21,58,12,1
Brinjal,12,76,2,10
Tomato,23,53,13,1
Capsicum,8,79,6,12
Brinjal,13,69,4,10
Cabbage,8,92,15,12
Capsicum,9,77,15,1
Brinjal,17,67,7,1
Onion,30,56,1,33
Capsicum,15,80,11,1
Capsicum,19,75,7,12
Tomato,18,60,9,1
Carrot,8,86,9,46
Cabbage,0,89,6,29
Cabbage,7,87,9,16
Brinjal,24,66,19,1
Brinjal,14,80,8,1
Brinjal,13,69,19,1
Potato,10,59,5,27
Cucumber,13,87,19,1
Cucumber,12,81,1,10
Capsicum,20,74,10,8
Spinach,4,92,8,6
Carrot,8,93,10,26
Brinjal,15,74,7,8
Cabbage,7,87,2,40
Onion,27,41,8,3
Cabbage,3,89,8,31
Cabbage,9,87,19,22
Brinjal,16,77,12,1
Capsicum,8,66,2,15
Spinach,2,97,16,1
Cucumber,18,83,6,6
Tomato,26,77,8,1
Cucumber,20,84,2,5
Cabbage,8,94,8,25
Carrot,1,86,8,32
Cucumber,11,86,15,1
Spinach,2,94,14,1
Capsicum,7,66,1,11
Capsicum,11,70,11,1
Potato,12,69,7,52
Cauliflower,3,94,13,9
Brinjal,25,66,19,1
Cabbage,0,95,14,15
Cucumber,17,82,20,1
Cabbage,5,87,4,31
Spinach,2,92,2,5
Potato,19,55,16,16
Spinach,3,91,1,8
Tomato,21,56,9,1
Cabbage,4,86,7,38
Cucumber,14,88,12,1
Tomato,16,74,2,3
Spinach,2,96,1,13
Cauliflower,10,95,13,7
Cucumber,14,94,20,1
Tomato,25,52,4,6
Carrot,1,90,6,32
Capsicum,15,71,8,1
Cauliflower,2,88,2,13
Spinach,2,95,3,2
Cauliflower,10,88,1,16
Spinach,0,97,12,1
Cauliflower,5,95,18,1
Brinjal,11,68,5,8
Potato,12,54,4,37
Brinjal,17,66,19,1
Carrot,0,90,8,33
Cabbage,4,85,10,33
Brinjal,23,60,19,1
Cauliflower,9,93,13,3
Spinach,3,94,12,1
Cucumber,13,91,6,1
Cabbage,7,88,7,24
Potato,11,62,4,19
Onion,24,62,7,27
Capsicum,10,79,7,11
Brinjal,25,60,6,6
Onion,26,60,12,1
Cauliflower,6,95,8,10
Capsicum,18,70,3,5
Cucumber,14,92,20,1
Cabbage,5,88,16,11
Brinjal,15,60,1,5
Onion,21,53,16,21
Potato,18,66,3,44
Cabbage,7,95,20,11
Cucumber,18,95,7,1
Potato,16,49,5,46
Tomato,24,76,3,7
Capsicum,16,68,11,1
Cabbage,5,86,10,24
Tomato,22,59,17,1
Cucumber,10,94,8,5
Spinach,1,99,10,4
Spinach,2,98,19,1
Cucumber,16,91,7,3
Potato,18,49,3,43
Brinjal,18,66,5,6
Cabbage,10,89,8,25
Cauliflower,9,94,9,17
Tomato,26,67,17,1
Potato,19,46,14,27
Cauliflower,1,91,3,25
Capsicum,19,84,17,1
Spinach,3,97,12,2
Spinach,5,97,5,9
Onion,23,40,6,32
Cabbage,1,94,15,20
Cucumber,20,94,10,1
Carrot,0,93,1,41
Spinach,4,91,10,1
Tomato,28,66,3,5
Potato,14,51,5,31
Onion,24,66,1,17
Potato,15,49,11,46
Cucumber,13,81,2,9
Spinach,4,96,4,6
Tomato,20,54,6,2
Brinjal,23,70,2,4
Carrot,1,86,16,28
Cabbage,4,92,13,16
Cabbage,4,94,11,7
Brinjal,21,64,16,1
Cauliflower,4,90,5,16
Cucumber,13,94,17,1
Cucumber,10,84,2,6
Tomato,29,66,10,1
Carrot,6,90,13,39
Cauliflower,4,86,19,1
Carrot,2,89,6,19
Spinach,5,100,5,8
Cabbage,10,88,3,30
Cabbage,1,87,18,29
Potato,17,69,11,27
Cucumber,14,87,8,1
Onion,23,58,1,24
Cucumber,16,91,4,4
Spinach,5,90,1,6
Spinach,4,96,16,1
Potato,20,55,6,22
Tomato,21,78,10,1
Carrot,5,86,18,27
Cabbage,4,87,19,9
Spinach,4,97,10,5
Cabbage,0,91,8,14
Carrot,7,94,15,40
Onion,19,64,16,2
Carrot,6,93,19,17
Cabbage,9,93,18,1
Cauliflower,0,85,4,25
Tomato,20,50,8,1
Cauliflower,5,86,2,27
Capsicum,8,76,12,6
Cucumber,20,88,15,1
Onion,15,40,6,18
Cabbage,5,94,5,37
Onion,15,45,5,20
Carrot,1,91,9,38
Tomato,21,73,1,2
Brinjal,15,71,11,1
Spinach,4,96,6,1
Onion,21,47,14,2
Capsicum,18,68,18,1
Tomato,21,74,12,1
Brinjal,11,60,11,2
Cucumber,18,81,13,1
Carrot,5,88,9,13
Onion,16,45,5,9
Spinach,5,95,7,2
Potato,17,42,6,27
Cauliflower,5,93,19,4
Onion,17,62,5,28
Onion,23,51,8,19
Onion,26,58,7,11
Brinjal,10,70,13,1
Cauliflower,0,88,4,20
Potato,15,64,17,18
Cabbage,6,95,12,25
Onion,17,68,1,33
Cucumber,20,85,13,1
Brinjal,22,60,2,3
Cucumber,11,87,14,1
Onion,25,59,8,4
Cucumber,13,86,4,8
Cauliflower,3,94,19,3
Brinjal,24,77,15,1
Tomato,17,68,5,3
Cabbage,0,85,3,44
Cucumber,14,87,7,8
Brinjal,14,74,2,12
Brinjal,23,80,14,1
Tomato,16,55,1,7
Spinach,0,90,11,1
Capsicum,16,76,9,4
Cucumber,13,92,10,5
Cucumber,13,81,6,4
Cauliflower,4,92,8,20
Cabbage,6,95,14,21
Capsicum,10,83,9,1
Tomato,25,66,15,1
Capsicum,11,66,3,12
Spinach,4,93,15,1
Cabbage,4,86,14,8
Tomato,15,58,15,1
Cauliflower,8,93,20,1
Carrot,5,93,11,41
Potato,20,44,6,30
Cucumber,18,87,12,1
Onion,26,66,9,18
Capsicum,18,70,7,2
Cucumber,12,85,20,1
Onion,19,52,13,11
Carrot,6,94,18,36
Carrot,9,85,7,48
Capsicum,13,69,20,1
Carrot,3,89,6,34
Brinjal,18,62,20,1
Cabbage,3,91,5,32
Potato,12,48,16,44
Cucumber,11,89,1,7
Potato,15,62,20,2
Potato,20,55,20,18
Tomato,19,57,17,1
Carrot,6,90,16,11
Onion,20,41,18,14
Potato,16,60,11,20
Capsicum,13,69,6,4
Cabbage,10,94,8,35
Brinjal,24,66,7,5
Brinjal,21,62,16,1
Carrot,9,92,8,24
Cabbage,6,86,14,30
Onion,23,62,6,13
Brinjal,16,66,14,1
Potato,16,50,14,13
Capsicum,9,72,6,11
Potato,14,56,13,5
Carrot,1,92,5,28
Cauliflower,2,94,11,13
Onion,20,59,20,1
Cabbage,9,93,1,23
Onion,25,67,20,16
Tomato,21,70,3,5
Spinach,5,92,20,1
Cucumber,12,81,19,1
Cabbage,5,92,5,16
Cabbage,5,87,4,43
Potato,12,50,6,39
Spinach,0,95,19,1
Onion,22,41,11,18
Potato,17,59,17,8
Cucumber,20,83,17,1
Onion,16,54,8,22
Tomato,22,80,12,1
Cucumber,17,81,18,1
Spinach,5,96,7,1
Cauliflower,9,91,11,13
Cabbage,7,88,10,28
Spinach,5,97,11,1
Onion,16,40,14,2
Cucumber,13,83,18,1
Cabbage,0,86,16,31
Onion,29,41,11,15
Spinach,2,95,4,1
Carrot,3,88,1,34
Capsicum,10,74,13,1
Cabbage,3,85,2,23
Tomato,27,73,4,6
Carrot,7,95,13,26
Potato,14,62,3,14
Spinach,5,94,18,1
Capsicum,9,75,8,10
Carrot,3,92,4,25
Capsicum,9,66,5,12
Potato,10,48,13,10
Potato,14,46,1,31
Tomato,24,80,16,1
Brinjal,11,61,19,1
Potato,17,43,2,31
Spinach,1,95,12,1
Onion,23,69,6,9
Carrot,2,92,9,41
Spinach,5,92,2,3
Potato,14,61,9,51
Cucumber,20,90,10,1
Potato,13,43,1,37
Onion,18,66,19,18
Carrot,2,91,4,37
Potato,11,43,10,10
Tomato,24,67,4,5
Cauliflower,10,88,8,20
Cauliflower,6,89,11,8
Cabbage,1,94,13,13
Cucumber,12,83,17,1
Cucumber,16,94,19,1
Brinjal,13,62,16,1
Onion,27,69,3,27
Cucumber,15,89,7,2
Onion,24,59,6,8
Cabbage,10,89,16,13
Spinach,2,99,1,11
Cucumber,12,85,6,2
Spinach,5,92,2,12
Brinjal,24,79,17,1
Cabbage,2,94,17,29
Capsicum,20,72,2,18
Carrot,6,86,5,36
Capsicum,15,85,1,9
Brinjal,24,68,20,1
Tomato,26,54,2,3
Cauliflower,1,95,8,15
Onion,27,51,9,5
Cabbage,10,92,18,16
Brinjal,22,75,4,8
Potato,17,59,11,41
Cabbage,7,94,17,31
Tomato,24,76,11,1
Onion,18,66,18,3
Potato,11,60,4,23
Brinjal,14,61,12,1
Tomato,22,62,2,2
Onion,29,67,10,2
Capsicum,10,83,3,8
Capsicum,8,70,14,1
Cucumber,17,86,17,1
Potato,14,41,13,28
Capsicum,10,83,12,1
Onion,30,53,5,7
Cucumber,18,81,19,1
Cauliflower,4,87,1,19
Potato,10,70,11,39
Cucumber,13,90,12,1
Carrot,10,89,20,32
Carrot,2,90,18,40
Potato,14,65,20,24
Capsicum,19,70,8,12
Capsicum,13,82,14,2
Carrot,1,88,12,45
Tomato,30,54,19,1
Cucumber,18,89,2,7
Onion,20,61,15,21
Capsicum,15,71,3,8
Cauliflower,6,91,17,1
Carrot,0,85,15,21
Tomato,26,62,17,1
Potato,13,53,20,33
Cucumber,20,83,7,4
Cabbage,2,90,13,25
Spinach,2,98,14,1
Spinach,1,98,5,1
Onion,27,50,7,22
Carrot,2,91,5,18
Cabbage,8,89,16,11
Onion,28,65,8,4
Carrot,9,87,18,23
Cauliflower,6,93,12,13
Onion,21,48,12,3
Cucumber,16,87,13,1
Carrot,8,88,8,23
Onion,22,58,11,1
Brinjal,22,71,18,1
Tomato,25,70,5,1
Spinach,2,99,19,1
Onion,29,59,17,1
Carrot,4,87,13,44
Cucumber,12,91,13,1
Cabbage,7,88,9,16
Onion,27,65,20,11
Onion,30,67,14,10
Potato,15,40,18,1
Cabbage,5,86,12,25
Capsicum,19,66,20,1
Cabbage,0,87,2,36
Cucumber,13,87,20,1
Potato,13,55,15,28
Brinjal,18,63,16,1
Cabbage,10,94,14,36
Cauliflower,9,87,3,10
Brinjal,23,70,19,1
Tomato,23,64,5,2
Spinach,0,97,16,1
Cabbage,5,86,13,6
Cabbage,8,91,10,34
Capsicum,11,73,8,5
Cauliflower,9,88,10,19
Carrot,5,93,6,54
Carrot,0,85,9,48
Capsicum,18,66,1,12
Potato,11,43,6,15
Onion,25,57,7,8
Cucumber,12,83,8,1
Cucumber,10,87,2,9
Capsicum,10,84,15,1
Tomato,16,54,10,1
Cauliflower,9,85,8,17
Capsicum,12,75,8,11
Potato,20,65,20,20
Cucumber,18,89,11,3
Cucumber,18,86,17,1
Potato,10,41,5,13
Cucumber,10,87,3,4
Capsicum,20,66,11,7
Capsicum,17,82,12,5
Tomato,21,61,6,1
Capsicum,10,77,11,1
Cauliflower,8,86,4,18
Cauliflower,2,94,11,7
Onion,15,42,8,16
Brinjal,24,75,12,1
Spinach,1,94,6,6
Spinach,2,98,12,1
Cucumber,18,88,9,3
Potato,11,53,7,53
Capsicum,17,78,9,1
Onion,16,41,2,38
Cabbage,5,95,17,11
Cauliflower,10,85,2,26
Carrot,3,91,18,37
Potato,15,41,15,6
Carrot,9,86,15,28
Tomato,18,67,2,4
Brinjal,10,73,7,5
Cabbage,7,93,20,29
Cabbage,8,95,1,18
Tomato,19,65,10,1
Cabbage,6,87,9,14
Tomato,28,56,12,1
Cabbage,0,93,19,1
Cabbage,6,90,19,5
Cauliflower,2,94,8,18
Capsicum,12,71,6,11
Cabbage,8,93,14,26
Cauliflower,5,87,16,1
Tomato,19,52,1,2
Cucumber,12,86,13,1
Capsicum,14,81,11,1
Capsicum,8,72,10,10
Brinjal,14,71,3,8
Brinjal,24,76,20,1
Potato,20,59,3,33
Spinach,4,97,18,1
Spinach,2,96,20,1
Cauliflower,3,91,19,1
Carrot,10,90,3,55
Cauliflower,0,92,5,13
Cabbage,1,86,15,28
